municipio,local,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
432180,TRES DE MAIO,-,3,2,4,-,-,1,18,1,235,207,3527,13,4011
432183,TRES FORQUILHAS,-,-,-,1,-,-,-,-,-,-,-,3,-,4
432185,TRES PALMEIRAS,-,-,-,3,-,-,-,-,-,5,-,8,2,18
432190,TRES PASSOS,-,-,4,4,1,-,112,444,3,92,47,5069,62,5838
432195,TRINDADE DO SUL,-,-,-,-,-,-,-,-,-,4,-,138,6,148
432200,TRIUNFO,-,-,-,1,-,-,-,-,-,12,5,21,3,42
432210,TUCUNDUVA,-,-,-,1,-,-,-,5,-,282,38,552,-,878
432215,TUNAS,-,-,-,1,-,-,-,-,-,-,2,7,-,10
432218,TUPANCI DO SUL,-,-,-,-,-,-,-,-,-,-,-,1,-,1
432220,TUPANCIRETA,-,-,-,1,-,-,-,3,2,1,11,65,-,83
432225,TUPANDI,-,-,-,-,-,-,-,-,1,6,-,32,2,41
432230,TUPARENDI,-,-,-,53,-,-,27,10,-,76,3,736,2,907
432232,TURUCU,-,-,-,-,-,-,-,-,-,-,1,-,-,1
432234,UBIRETAMA,-,34,-,1,-,2,-,9,-,2,-,64,8,120
432235,UNIAO DA SERRA,-,-,-,-,-,-,-,-,-,2,-,2,-,4
432237,UNISTALDA,-,-,-,-,-,-,-,-,-,-,1,-,-,1
432240,URUGUAIANA,-,1,1,2,-,-,3,-,2,11,39,418,58,535
432250,VACARIA,-,-,1,2,2,-,1,-,-,3,5,30,10,54
432252,VALE VERDE,-,-,-,-,-,-,-,-,-,-,-,5,-,5
432253,VALE DO SOL,-,-,-,-,-,-,1,-,7,-,-,12,11,31
432254,VALE REAL,-,-,-,1,-,-,-,-,-,2,-,7,1,11
432255,VANINI,-,-,-,-,-,-,1,-,-,-,2,5,1,9
432260,VENANCIO AIRES,-,-,1,6,2,-,7,179,65,530,141,2301,31,3263
432270,VERA CRUZ,-,-,-,1,-,-,-,-,41,4,3,631,7,687
432280,VERANOPOLIS,-,-,2,-,-,-,1,-,-,5,5,18,9,40
432285,VESPASIANO CORREA,-,-,-,-,-,-,-,-,1,-,6,-,-,7
432290,VIADUTOS,-,-,-,-,-,-,-,-,2,1,1,8,12,24
432300,VIAMAO,-,1,2,105,3,1,7,33,1,491,184,982,5950,7760
432310,VICENTE DUTRA,-,-,-,2,-,-,-,1,-,25,5,881,-,914
432320,VICTOR GRAEFF,-,-,2,-,1,-,2,-,-,1,12,60,2,80
432330,VILA FLORES,-,-,-,-,-,-,-,-,-,-,-,4,-,4
432340,VILA MARIA,-,-,-,-,-,-,-,-,-,20,7,5,2,34
432350,VISTA ALEGRE,-,-,-,1,-,-,1,-,-,6,2,427,-,437
432360,VISTA ALEGRE DO PRATA,-,-,-,-,-,-,-,-,-,1,-,2,-,3
432370,VISTA GAUCHA,-,-,-,-,-,-,-,-,-,-,8,572,-,580
432375,VITORIA DAS MISSOES,-,1,1,-,-,-,-,1,-,1,1,104,-,109
432377,WESTFALIA,-,-,-,-,-,-,-,-,-,1,-,11,3,15
432380,XANGRI-LA,-,-,1,-,-,-,-,2,-,6,1,131,21,162
500020,AGUA CLARA,-,76,66,42,8,7,75,176,75,117,223,84,598,1547
500025,ALCINOPOLIS,-,8,86,249,8,6,327,233,2,6,413,17,20,1375
500060,AMAMBAI,-,76,1144,491,24,45,773,1806,66,964,144,1008,43,6584
500070,ANASTACIO,-,17,71,28,1,-,47,121,20,24,171,80,217,797
500080,ANAURILANDIA,-,-,-,-,1,-,162,237,27,39,501,19,13,999
500085,ANGELICA,-,-,136,28,2,4,58,50,29,296,97,13,173,886
500090,ANTONIO JOAO,-,43,85,123,3,8,95,411,284,210,508,144,368,2282
500100,APARECIDA DO TABOADO,-,6,104,211,5,4,510,22,773,630,24,177,400,2866
500110,AQUIDAUANA,-,19,53,24,7,19,52,334,19,359,314,64,84,1348
500124,ARAL MOREIRA,-,1,152,181,9,3,264,326,3,8,116,364,23,1450
500150,BANDEIRANTES,-,28,58,338,8,-,209,29,-,82,49,25,80,906
500190,BATAGUASSU,-,9,17,134,45,28,434,901,263,259,432,66,109,2697
500200,BATAYPORA,-,-,4,11,15,39,188,111,12,63,513,3,22,981
500210,BELA VISTA,-,1,141,414,6,20,188,312,13,21,993,39,53,2201
500215,BODOQUENA,-,192,26,88,4,3,12,52,1,113,464,49,99,1103
500220,BONITO,-,46,571,475,48,1,115,521,30,319,479,74,119,2798
500230,BRASILANDIA,-,18,149,36,-,32,109,496,32,135,349,40,212,1608
500240,CAARAPO,-,12,148,717,8,13,255,854,66,37,1028,741,169,4048
500260,CAMAPUA,-,4,9,193,95,1,373,177,292,105,112,121,17,1499
500270,CAMPO GRANDE,13,1279,9346,23997,1019,1567,36816,13978,575,8708,12256,829,558,110941
500280,CARACOL,-,5,95,73,1,2,79,170,2,97,136,2,30,692
500290,CASSILANDIA,-,53,497,265,23,8,225,427,11,77,532,30,161,2309
500295,CHAPADAO DO SUL,-,11,661,269,27,40,303,961,116,1028,231,1634,507,5788
500310,CORGUINHO,-,1,32,7,7,5,64,53,-,42,14,21,29,275
500315,CORONEL SAPUCAIA,-,3,5,1,6,28,43,328,30,376,476,1485,34,2815
500320,CORUMBA,6,271,203,288,176,38,698,2602,2141,316,2362,275,416,9792
500325,COSTA RICA,-,7,509,146,9,48,361,297,16,78,345,1092,302,3210
500330,COXIM,1,11,454,1008,4,8,711,440,19,73,344,38,13,3124
500345,DEODAPOLIS,-,18,176,506,6,3,427,502,11,38,237,73,219,2216
500348,DOIS IRMAOS DO BURITI,-,2,23,219,4,19,99,22,-,103,52,29,10,582
500350,DOURADINA,-,1,178,31,2,-,88,333,16,90,79,41,74,933
500370,DOURADOS,-,70,2471,4215,47,48,5564,1593,134,1027,1697,628,177,17671
500375,ELDORADO,-,35,379,373,73,24,166,255,6,45,206,163,192,1917
500380,FATIMA DO SUL,-,6,138,77,5,5,183,349,9,96,148,54,46,1116
500390,FIGUEIRAO,-,2,3,10,1,9,103,26,81,15,103,21,262,636
500400,GLORIA DE DOURADOS,-,17,109,27,-,-,92,525,3,19,95,28,128,1043
500410,GUIA LOPES DA LAGUNA,-,27,200,228,34,8,57,210,4,144,146,22,3,1083
500430,IGUATEMI,-,30,1341,32,3,8,6,290,2,22,65,518,115,2432
500440,INOCENCIA,-,-,255,27,5,3,16,40,87,161,115,67,470,1246
500450,ITAPORA,-,7,250,291,6,1,20,322,16,200,835,49,31,2028
500460,ITAQUIRAI,-,125,597,21,1,1,396,396,313,36,506,777,156,3325
500470,IVINHEMA,-,8,188,129,4,6,156,417,394,482,1232,104,587,3707
500480,JAPORA,-,4,280,28,4,-,22,132,20,52,116,241,167,1066
500490,JARAGUARI,-,6,44,52,22,8,177,34,4,45,370,55,104,921
500500,JARDIM,-,6,48,181,5,16,117,534,6,465,523,58,44,2003
500510,JATEI,-,51,28,43,-,-,74,235,1,42,64,73,350,961
500515,JUTI,-,-,199,74,3,1,12,158,27,66,453,416,6,1415
500520,LADARIO,-,87,17,154,30,19,55,409,197,64,414,15,23,1484
500525,LAGUNA CARAPA,-,10,143,43,3,-,45,128,6,116,371,274,9,1148
500540,MARACAJU,-,5,753,69,17,15,250,427,555,118,1388,195,936,4728
500560,MIRANDA,-,69,129,151,9,2,407,194,30,1597,218,24,70,2900
500568,MUNDO NOVO,-,41,149,337,3,4,357,303,11,92,339,834,299,2769
500570,NAVIRAI,3,28,535,1014,8,9,474,2982,61,94,1814,1080,218,8320
500580,NIOAQUE,-,4,61,36,1,2,171,37,17,496,75,3,54,957
500600,NOVA ALVORADA DO SUL,-,2,41,24,1,4,298,243,82,34,209,24,6,968
500620,NOVA ANDRADINA,-,3,877,492,53,6,756,211,84,82,191,33,154,2942
500625,NOVO HORIZONTE DO SUL,-,4,24,133,1,1,63,219,3,11,195,30,12,696
500627,PARAISO DAS AGUAS,-,-,121,117,15,10,72,165,75,44,61,235,207,1122
500630,PARANAIBA,-,22,692,985,20,18,722,1104,21,584,61,71,531,4831
500635,PARANHOS,-,1,423,123,14,2,4,388,34,126,54,259,55,1483
500640,PEDRO GOMES,-,12,40,59,5,-,194,336,9,59,173,14,233,1134
500660,PONTA PORA,-,77,553,2141,24,59,1662,4833,191,167,1489,1921,162,13279
